filename;duration_t;centroid_t;peak_f;centroid_f;bandwidth_f;bandwidth_min_f;bandwidth_max_f;min_y;min_x;max_y;max_x;shp_001;shp_002;shp_003;shp_004;shp_005;shp_006;shp_007;shp_008;shp_009;shp_010;shp_011;shp_012;shp_013;shp_014;shp_015;shp_016;shp_017;shp_018;shp_019;shp_020;shp_021;shp_022;shp_023;shp_024;shp_025;shp_026;shp_027;shp_028;shp_029;shp_030;shp_031;shp_032;shp_033;shp_034;shp_035;shp_036;shp_037;shp_038;shp_039;shp_040;shp_041;shp_042;shp_043;shp_044;shp_045;shp_046;shp_047;shp_048;min_f;min_t;max_f;max_t;fullfilename;filename_xc;fullfilename_xc;species;code;filename_ts;fullfilename_ts
XC312563.mp3;3.232;1.616;0.0;585.9375;1171.875;0.0;1171.875;4;0;13;302;0.1480062882545366;0.1628480934445628;0.1646924301104209;0.1606311900370689;0.252700871000646;0.185929529489485;0.1604393918819137;0.1578353196955942;0.0785625362750003;0.0847848592499686;0.1798472902690836;0.151230911196183;0.4740609931021168;0.3332895966090626;0.1805908688179107;0.1507376020480977;0.0489007643622241;0.0462730426409493;0.1478329313289341;0.1572135823708715;1.038732978733953;0.8079195099003255;0.1507463662164771;0.1596025599378642;0.0419570432600796;0.0339430755090254;0.1646967522014832;0.1557583649579851;0.6315320298122151;0.3246585687277774;0.1687218184992865;0.1600343523211844;0.0268014331678194;0.0342109825494985;0.1178520752621282;0.1389178971783146;1.008149877272323;0.8344229381191997;0.1189672482110817;0.1408636038625488;0.0108095076257922;0.0108887360210489;0.0874896674769656;0.1062873225563957;0.7971269133682255;0.6713980664899603;0.0876463226030007;0.1068412596458735;187.5;0.0106666666666666;609.375;3.232;/home/haupert/DATA/mes_projets/Z_THESE_FELIX_MICHAUD/CHAPITRE_1/BAM/DATASET_PALEARTIC_PART1_ROIS_TRAIN/Aegithalos caudatus_Long-tailed Tit/XC312563_0.wav;XC312563;/home/haupert/DATA/mes_projets/Z_THESE_FELIX_MICHAUD/CHAPITRE_1/BAM/DATASET_PALEARTIC_PART1/Aegithalos caudatus_Long-tailed Tit/XC312563.mp3;Aegithalos caudatus_Long-tailed Tit;aegcau;XC312563_0.wav;/home/haupert/DATA/mes_projets/Z_THESE_FELIX_MICHAUD/CHAPITRE_1/BAM/DATASET_PALEARTIC_PART1_ROIS_TRAIN/Aegithalos caudatus_Long-tailed Tit/XC312563_0.wav.mp3
XC312563.mp3;3.232;1.616;6140.625;6281.25;3937.5;4312.5;8250.0;82;0;183;302;0.1282648725912704;0.1338819599964677;0.0874344090085208;0.0943989922834166;0.0796459106754487;0.0749645124848184;0.0871068170498987;0.0935101481079266;0.0866801124413771;0.0786389991771722;0.0641039913000879;0.0570044436005304;0.0775508901338859;0.0616553207111256;0.060754579556859;0.0550582803582512;0.0911989201363414;0.0734456219398128;0.0718412301048414;0.0566270428830136;0.1096965407081109;0.0750135324124759;0.069462281761724;0.0541960795996523;0.1010057653660385;0.0870192584055467;0.0959369134367516;0.0735872828065645;0.1660021722362174;0.1213123645083165;0.0999950859557953;0.0745125141251348;0.085753881094341;0.0831396248025092;0.1094081333758026;0.09184829620153;0.1873648613520172;0.1433367290426211;0.097190755197205;0.0877505321365947;0.0492166914379086;0.0522493594936615;0.0821343820138483;0.0879728193282286;0.3634066081424651;0.229713148513048;0.0852568254125427;0.0849049263954912;3843.75;0.0106666666666666;8578.125;3.232;/home/haupert/DATA/mes_projets/Z_THESE_FELIX_MICHAUD/CHAPITRE_1/BAM/DATASET_PALEARTIC_PART1_ROIS_TRAIN/Aegithalos caudatus_Long-tailed Tit/XC312563_2.wav;XC312563;/home/haupert/DATA/mes_projets/Z_THESE_FELIX_MICHAUD/CHAPITRE_1/BAM/DATASET_PALEARTIC_PART1/Aegithalos caudatus_Long-tailed Tit/XC312563.mp3;Aegithalos caudatus_Long-tailed Tit;aegcau;XC312563_2.wav;/home/haupert/DATA/mes_projets/Z_THESE_FELIX_MICHAUD/CHAPITRE_1/BAM/DATASET_PALEARTIC_PART1_ROIS_TRAIN/Aegithalos caudatus_Long-tailed Tit/XC312563_2.wav.mp3
XC312563.mp3;0.6826666666666666;0.3413333333333333;4968.75;5015.625;2250.0;3890.625;6140.625;92;0;123;63;0.1147524861641784;0.1293166953680575;0.0919489659093023;0.0996766333398201;0.0897324897170125;0.0822773325587665;0.0865632339012022;0.1025977825079285;0.0564086045893858;0.0553339988564385;0.0686186451841056;0.0580509905274235;0.1164252687151544;0.0902875076166631;0.0580596820519957;0.0527642715586511;0.0328804687825662;0.0303334347449391;0.0745398123368287;0.0579883092307475;0.1943500563399184;0.1285579869117688;0.0729760008310196;0.0557921013208691;0.0275267229018078;0.0273668968420241;0.1069259787833906;0.0913484218778268;0.3453507345604891;0.235171088253758;0.1068573185407988;0.0914679324414135;0.0092281235605131;0.0096256562132151;0.0862972981426927;0.0974490955910301;0.6765043374344095;0.5097536903440525;0.0880946902237951;0.098485429328423;0.0034204523221706;0.0037139684672849;0.0571960469121403;0.0720140728617305;0.81245072099026;0.8810844997211205;0.0588847113484126;0.0738540592918201;4312.5;0.0106666666666666;5765.625;0.6826666666666666;/home/haupert/DATA/mes_projets/Z_THESE_FELIX_MICHAUD/CHAPITRE_1/BAM/DATASET_PALEARTIC_PART1_ROIS_TRAIN/Aegithalos caudatus_Long-tailed Tit/XC312563_3.wav;XC312563;/home/haupert/DATA/mes_projets/Z_THESE_FELIX_MICHAUD/CHAPITRE_1/BAM/DATASET_PALEARTIC_PART1/Aegithalos caudatus_Long-tailed Tit/XC312563.mp3;Aegithalos caudatus_Long-tailed Tit;aegcau;XC312563_3.wav;/home/haupert/DATA/mes_projets/Z_THESE_FELIX_MICHAUD/CHAPITRE_1/BAM/DATASET_PALEARTIC_PART1_ROIS_TRAIN/Aegithalos caudatus_Long-tailed Tit/XC312563_3.wav.mp3
XC312563.mp3;1.376;0.688;6375.0;6375.0;3000.0;4875.0;7875.0;104;0;181;128;0.1405033512724798;0.1487042553367501;0.0976306459102713;0.1063788093590855;0.0947760987408182;0.0894497063885232;0.1018490641777394;0.108276455237462;0.1027890681624486;0.090857421864341;0.0749378780876106;0.0657039313030286;0.0995675833557525;0.0766742735785153;0.0762338775791323;0.0674677634134993;0.1248021773863981;0.0997288028699992;0.0925048266927354;0.0719732739233433;0.1396439111127096;0.1006486171005106;0.0895677023022313;0.0689789819923105;0.1465249755261699;0.1272709573242408;0.1201765871669323;0.0946749184730927;0.209876545591398;0.1502492309920913;0.1138761839010566;0.0909405065621539;0.1380913512266245;0.1460623557675694;0.137150578582578;0.1189041297009751;0.2626847682519569;0.20192060508836;0.0942937609106216;0.0904614079895658;0.0946624060643657;0.1231262521283702;0.0981883779435808;0.1054840186302814;0.4759872520935517;0.3182216453944679;0.0747151387478223;0.0877537627304859;4875.0;0.0106666666666666;8484.375;1.376;/home/haupert/DATA/mes_projets/Z_THESE_FELIX_MICHAUD/CHAPITRE_1/BAM/DATASET_PALEARTIC_PART1_ROIS_TRAIN/Aegithalos caudatus_Long-tailed Tit/XC312563_4.wav;XC312563;/home/haupert/DATA/mes_projets/Z_THESE_FELIX_MICHAUD/CHAPITRE_1/BAM/DATASET_PALEARTIC_PART1/Aegithalos caudatus_Long-tailed Tit/XC312563.mp3;Aegithalos caudatus_Long-tailed Tit;aegcau;XC312563_4.wav;/home/haupert/DATA/mes_projets/Z_THESE_FELIX_MICHAUD/CHAPITRE_1/BAM/DATASET_PALEARTIC_PART1_ROIS_TRAIN/Aegithalos caudatus_Long-tailed Tit/XC312563_4.wav.mp3
XC357610.mp3;0.448;0.224;6703.125;6421.875;3468.75;4687.5;8156.25;83;0;177;41;0.1710662252142328;0.1545932285972036;0.0669188704662606;0.0693581442780961;0.0565150825874872;0.0555314443461365;0.0681983988703783;0.0695615089366257;0.1670201403966854;0.1617229842124134;0.0607449000582836;0.0498965240786292;0.0431590270857693;0.0359446565125234;0.0544174747526325;0.0471943542387263;0.1796090161216627;0.1272601009229395;0.0735799711697223;0.0606789701874755;0.049977224514362;0.0355883506356473;0.0583660062658218;0.0512773907444415;0.2585438560842876;0.1975648295685673;0.09922619895919;0.0774825199883935;0.0819884280127036;0.0453166458988124;0.0701671891559638;0.0571396289869113;0.2540010929720088;0.2409074263669972;0.132826187799652;0.112624690267347;0.1436086858193299;0.0823962921827727;0.1083308986602966;0.0861716679680911;0.1854589635328336;0.1832949222113085;0.1351645328020845;0.1243826063836036;0.3690238372868603;0.2593348462338936;0.1185848356709991;0.1114875517115064;3890.625;0.0106666666666666;8296.875;0.448;/home/haupert/DATA/mes_projets/Z_THESE_FELIX_MICHAUD/CHAPITRE_1/BAM/DATASET_PALEARTIC_PART1_ROIS_TRAIN/Aegithalos caudatus_Long-tailed Tit/XC357610_0.wav;XC357610;/home/haupert/DATA/mes_projets/Z_THESE_FELIX_MICHAUD/CHAPITRE_1/BAM/DATASET_PALEARTIC_PART1/Aegithalos caudatus_Long-tailed Tit/XC357610.mp3;Aegithalos caudatus_Long-tailed Tit;aegcau;XC357610_0.wav;/home/haupert/DATA/mes_projets/Z_THESE_FELIX_MICHAUD/CHAPITRE_1/BAM/DATASET_PALEARTIC_PART1_ROIS_TRAIN/Aegithalos caudatus_Long-tailed Tit/XC357610_0.wav.mp3
XC357610.mp3;0.448;0.224;7125.0;6468.75;3750.0;4593.75;8343.75;82;0;184;41;0.1950936484174853;0.1599723014255367;0.063764701047896;0.067206413190145;0.0472569555258681;0.046495674559554;0.0604206261584244;0.06511237690407;0.1841747646393415;0.1972202280333428;0.0542831061977762;0.045056517634259;0.0400902852883169;0.0336610227656872;0.0480585913762513;0.0421565214746147;0.1565985281244623;0.1017337750688066;0.0726996870151733;0.0569439916436637;0.0449373123870428;0.029389264772572;0.0573501936008175;0.0471825776292716;0.2392882502120478;0.168748619777985;0.0918066998053292;0.0788730301540502;0.0724195001839417;0.0431121610872969;0.0647306120035869;0.0594036528893519;0.2740118447054723;0.2938981720308246;0.1035496376316014;0.0869969628491429;0.1491773964509073;0.0973394947355356;0.0566628380823666;0.0502228952893794;0.0573783735778051;0.0556268489891916;0.108608654689017;0.1027532136811337;0.3573116879114608;0.2182618379936028;0.0570263018258115;0.0599122836076983;3843.75;0.0106666666666666;8625.0;0.448;/home/haupert/DATA/mes_projets/Z_THESE_FELIX_MICHAUD/CHAPITRE_1/BAM/DATASET_PALEARTIC_PART1_ROIS_TRAIN/Aegithalos caudatus_Long-tailed Tit/XC357610_1.wav;XC357610;/home/haupert/DATA/mes_projets/Z_THESE_FELIX_MICHAUD/CHAPITRE_1/BAM/DATASET_PALEARTIC_PART1/Aegithalos caudatus_Long-tailed Tit/XC357610.mp3;Aegithalos caudatus_Long-tailed Tit;aegcau;XC357610_1.wav;/home/haupert/DATA/mes_projets/Z_THESE_FELIX_MICHAUD/CHAPITRE_1/BAM/DATASET_PALEARTIC_PART1_ROIS_TRAIN/Aegithalos caudatus_Long-tailed Tit/XC357610_1.wav.mp3
XC357610.mp3;0.448;0.224;6515.625;6351.5625;3515.625;4593.75;8109.375;82;0;182;41;0.1637914970297742;0.1482888363921904;0.0643446711033049;0.0667858629667911;0.0491018159802641;0.048980289278417;0.0633814956396852;0.0657161500183991;0.1178179017708874;0.1002656649372409;0.0541773346688172;0.0464869620058389;0.0383597081687194;0.0351839772135595;0.0477214205244845;0.0428944818166847;0.1668811629508073;0.1295081320415439;0.0653613715731809;0.052818586295674;0.0357909653777662;0.0266497362680942;0.0521585842260763;0.0430127998550904;0.2310127521027806;0.1934593369268031;0.0961035490827055;0.0719176831051027;0.0540664880401038;0.0304166569339997;0.0825015498934818;0.0588032144388286;0.2759152587244352;0.1631514389088902;0.1561456549422879;0.123373035821468;0.1186708853408009;0.073682806015538;0.1452569693693078;0.112177969876652;0.2831137948585822;0.2771969655845434;0.1696458401040883;0.1529930253317096;0.3002431717265013;0.1858597001963806;0.1621480919058896;0.1482726844681445;3843.75;0.0106666666666666;8531.25;0.448;/home/haupert/DATA/mes_projets/Z_THESE_FELIX_MICHAUD/CHAPITRE_1/BAM/DATASET_PALEARTIC_PART1_ROIS_TRAIN/Aegithalos caudatus_Long-tailed Tit/XC357610_2.wav;XC357610;/home/haupert/DATA/mes_projets/Z_THESE_FELIX_MICHAUD/CHAPITRE_1/BAM/DATASET_PALEARTIC_PART1/Aegithalos caudatus_Long-tailed Tit/XC357610.mp3;Aegithalos caudatus_Long-tailed Tit;aegcau;XC357610_2.wav;/home/haupert/DATA/mes_projets/Z_THESE_FELIX_MICHAUD/CHAPITRE_1/BAM/DATASET_PALEARTIC_PART1_ROIS_TRAIN/Aegithalos caudatus_Long-tailed Tit/XC357610_2.wav.mp3
XC357610.mp3;0.448;0.224;5718.75;5929.6875;3609.375;4125.0;7734.375;89;0;168;41;0.2037410769660732;0.1766231421883458;0.0676141549063884;0.0721369625335251;0.0565784292552952;0.053401242933588;0.0707754039659487;0.0742667918363488;0.1320007573651236;0.1180327796895896;0.0611637611595207;0.0494161915164422;0.0518757607096916;0.0424536477096644;0.0574056616255465;0.048113661803843;0.1699078738622424;0.1149448021789153;0.0879330944769061;0.0667905342370225;0.0621017967347395;0.043849603623111;0.0680740371615541;0.0559057884351578;0.2477209818325981;0.1742702823662037;0.1182176538200407;0.0983557728007208;0.1039495195852078;0.0569610217914605;0.0775048928070241;0.0680909925369457;0.2793749992636156;0.3126013462267927;0.1242795799571254;0.1082463714181083;0.220531793795308;0.1569661350828264;0.0603106038531291;0.0614495560374132;0.0356499138411997;0.0363234601247444;0.1024368497354433;0.1056552858549172;0.487208658656537;0.3840301331501501;0.0539934913274453;0.0624923371725961;4171.875;0.0106666666666666;7875.0;0.448;/home/haupert/DATA/mes_projets/Z_THESE_FELIX_MICHAUD/CHAPITRE_1/BAM/DATASET_PALEARTIC_PART1_ROIS_TRAIN/Aegithalos caudatus_Long-tailed Tit/XC357610_3.wav;XC357610;/home/haupert/DATA/mes_projets/Z_THESE_FELIX_MICHAUD/CHAPITRE_1/BAM/DATASET_PALEARTIC_PART1/Aegithalos caudatus_Long-tailed Tit/XC357610.mp3;Aegithalos caudatus_Long-tailed Tit;aegcau;XC357610_3.wav;/home/haupert/DATA/mes_projets/Z_THESE_FELIX_MICHAUD/CHAPITRE_1/BAM/DATASET_PALEARTIC_PART1_ROIS_TRAIN/Aegithalos caudatus_Long-tailed Tit/XC357610_3.wav.mp3
XC357610.mp3;0.448;0.224;6796.875;6281.25;3937.5;4312.5;8250.0;90;0;175;41;0.2005504978159765;0.1756339875903919;0.0662817736186561;0.0713500375066403;0.0541319955371562;0.0520118326769382;0.0661366635740701;0.0705658111440507;0.1370849759642921;0.1228003735767637;0.0587367524038382;0.0485531478377181;0.0494528148240163;0.0380131312044725;0.0521404830538663;0.0449345884485554;0.155269122714888;0.1181368939896547;0.0813850704960142;0.0625750729937823;0.0660888661747527;0.0482579126974723;0.0632940793380574;0.0511762037038973;0.2369632660399379;0.1610910804420048;0.1058416091996664;0.0875824713887083;0.1003128581562242;0.0561415933182314;0.0745850020373275;0.0649852607714736;0.2942093381424011;0.3189814096368075;0.107241600430217;0.0974859327187182;0.1885597955026969;0.1280373083691634;0.075257217426028;0.0684812953226771;0.0880289625998721;0.0883219855154529;0.1035024829540825;0.100362233009146;0.4307821973355882;0.3235664292421653;0.0763980477850813;0.0776430097370974;4218.75;0.0106666666666666;8203.125;0.448;/home/haupert/DATA/mes_projets/Z_THESE_FELIX_MICHAUD/CHAPITRE_1/BAM/DATASET_PALEARTIC_PART1_ROIS_TRAIN/Aegithalos caudatus_Long-tailed Tit/XC357610_4.wav;XC357610;/home/haupert/DATA/mes_projets/Z_THESE_FELIX_MICHAUD/CHAPITRE_1/BAM/DATASET_PALEARTIC_PART1/Aegithalos caudatus_Long-tailed Tit/XC357610.mp3;Aegithalos caudatus_Long-tailed Tit;aegcau;XC357610_4.wav;/home/haupert/DATA/mes_projets/Z_THESE_FELIX_MICHAUD/CHAPITRE_1/BAM/DATASET_PALEARTIC_PART1_ROIS_TRAIN/Aegithalos caudatus_Long-tailed Tit/XC357610_4.wav.mp3
XC357610.mp3;0.448;0.224;6843.75;6257.8125;3890.625;4312.5;8203.125;90;0;175;41;0.1583517921273368;0.1344811882653402;0.0527911532611182;0.0559714066186883;0.0400631455889797;0.038962529656228;0.0515118625535427;0.0551442140736482;0.1380631322007478;0.1434124247711767;0.0509801456763813;0.0400603107112533;0.0339041069185634;0.0273263676677752;0.0450734085584695;0.0371145108038753;0.1622385379641905;0.1158409597825498;0.0767673723618353;0.0573909273415694;0.0433359213700071;0.0293038492522515;0.0584732202620472;0.0465221299689874;0.2559786793394213;0.1834230094637019;0.1192217220802973;0.090981137246879;0.0743839667921574;0.0451542347897072;0.0863385569233359;0.0662554593914515;0.2917402967889283;0.275767295739298;0.1677219372296703;0.1375888669179067;0.1551739392996357;0.0970290816231536;0.1419114448092198;0.1105779435963052;0.2237786009322624;0.2247009956277535;0.1734152326497481;0.1581316310519913;0.3922052200758905;0.2977064941510666;0.1569472428785552;0.1451839811300271;4218.75;0.0106666666666666;8203.125;0.448;/home/haupert/DATA/mes_projets/Z_THESE_FELIX_MICHAUD/CHAPITRE_1/BAM/DATASET_PALEARTIC_PART1_ROIS_TRAIN/Aegithalos caudatus_Long-tailed Tit/XC357610_5.wav;XC357610;/home/haupert/DATA/mes_projets/Z_THESE_FELIX_MICHAUD/CHAPITRE_1/BAM/DATASET_PALEARTIC_PART1/Aegithalos caudatus_Long-tailed Tit/XC357610.mp3;Aegithalos caudatus_Long-tailed Tit;aegcau;XC357610_5.wav;/home/haupert/DATA/mes_projets/Z_THESE_FELIX_MICHAUD/CHAPITRE_1/BAM/DATASET_PALEARTIC_PART1_ROIS_TRAIN/Aegithalos caudatus_Long-tailed Tit/XC357610_5.wav.mp3
